visit_id,ship_id,name_as_written,date_from,date_to,date_confidence,anchorage,region,flag,flag_basis,purpose,outcome,visit_type,n_records,excerpt,citations,sources_disagree,status
v0015,california,,1774,1774,year,San Diego,alta,,,,,port-call?,1,"[HoC sweep] January 1, 1774, the only changes being an order that the. San Bias mule train be sold and not transferred to California; a recom- mendati","[{""type"": ""hoc"", ""ref"": ""Bancroft, HoC I (narrative, 1774)"", ""note"": ""January 1, 1774, the only changes being an order that the. San Bias mule train be sold and not transferred to California; a recom- mendation""}]",,draft
v0016,june,,1774,1774,year,San Francisco,alta,,,,,port-call?,1,"[HoC sweep] ties at San Carlos, where with the exception of two short periods of absence, he toiled until his death. From June to Au.sust 1774 he serv","[{""type"": ""hoc"", ""ref"": ""Bancroft, HoC I (narrative, 1774)"", ""note"": ""ties at San Carlos, where with the exception of two short periods of absence, he toiled until his death. From June to Au.sust 1774 he served""}]",,draft
v0017,concepcion,Concepción,1775,1775-03-26,mixed,,alta,spain,attested/inferred,,,unlocated,3,"'Índice de cartas dirigidas por el Gobernador Neve al Sup.o Gobierno, por el Paquebot *Concepción*', pp.1–16 (a register","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""2"", ""scan"": ""n1"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n1""}, {""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""3"", ""scan"": ""n1"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n1""}, {""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""185"", ""scan"": ""n152–n153"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n152""}]",,draft
v0018,santiago,Santiago,1775-01-02,1775-01-02,exact,Monterey,alta,spain,attested/inferred,,,port-call?,1,"Acknowledges Rivera's takeover of Comandancia, May 25 [1774]. Fragata *Santiago* at Monterey. Report on presidios and mi","[{""type"": ""ca-record"", ""ca"": ""1"", ""doc"": ""18"", ""scan"": ""n170"", ""url"": ""https://archive.org/details/168036075_79_3_2/page/n170""}]",,draft
v0019,santiago,Santiago,1775-03-16,1775-03-16,exact,San Blas,baja,spain,stated,exploration,departed,port-call,1,"Departed San Blas 16 Mar 1775: Santiago (Hezeta), Sonora, San Carlos — the Bucareli expedition vs Russian encroachment","[{""type"": ""published-primary"", ""ref"": ""Sierra, 'Account of the Hezeta Expedition' (1930, CHSQ 9:3, ed. Wagner)"", ""note"": ""Departed San Blas 16 Mar 1775: Santiago (Hezeta), Sonora, San Carlos — the Bucareli expedi""}]",,reviewed
v0020,sonora,Sonora,1775-03-16,1775-03-16,exact,San Blas,baja,spain,stated,exploration,departed,port-call,1,Departed San Blas with the Santiago; Ayala then Bodega y Quadra commanding,"[{""type"": ""published-primary"", ""ref"": ""Sierra, 'Account of the Hezeta Expedition' (1930, CHSQ 9:3, ed. Wagner)"", ""note"": ""Departed San Blas with the Santiago; Ayala then Bodega y Quadra commanding""}]",,reviewed
v0021,(unnamed vessel),,1775-03-24,1775-03-24,exact,,alta,,,,,unlocated,1,Published superior order / Art. 18 of Instrucción: no vessel may sail from any port of this dept. without licence; *caus,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""9"", ""scan"": ""n4"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n4""}]",,draft
v0022,santiago,Santiago,1775-06-09,1775-06-19,exact,Trinidad,alta,spain,stated,exploration,arrived,port-call,1,Anchored Trinidad Bay 9 June (first European contact with the Yurok at Tsurai); possession ceremony on Trinidad Head 11 ,"[{""type"": ""published-primary"", ""ref"": ""Sierra, 'Account of the Hezeta Expedition' (1930, CHSQ 9:3, ed. Wagner)"", ""note"": ""Anchored Trinidad Bay 9 June (first European contact with the Yurok at Tsurai); possession""}]",,reviewed
v0023,sonora,Sonora,1775-06-09,1775-06-19,exact,Trinidad,alta,spain,stated,exploration,arrived,port-call,1,"The Sonora found the anchorage 9 June; shared the Trinidad possession, watering, and the Tortolas excursion","[{""type"": ""published-primary"", ""ref"": ""Sierra, 'Account of the Hezeta Expedition' (1930, CHSQ 9:3, ed. Wagner)"", ""note"": ""The Sonora found the anchorage 9 June; shared the Trinidad possession, watering, and the T""}]",,reviewed
v0024,concepcion,Concepción,1775-07-11,1775-07-11,exact,,alta,spain,attested/inferred,,,unlocated,1,Arrival of the *Concepción* with provisions,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""174"", ""scan"": ""n144"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n144""}]",,draft
v0025,san carlos,San Carlos,1775-08-05,1775-09-18,exact,San Francisco,alta,spain,stated,exploration,arrived,port-call,1,FIRST SHIP INTO SAN FRANCISCO BAY: the paquebot San Carlos (Ayala; pilots Canizares & Aguirre) anchored inside the night of 5 Aug 1775; six-week survey,"[{""type"": ""published-secondary"", ""ref"": ""Bancroft, History of California I, ch. — Ayala 1775"", ""note"": ""first ship to enter SF Bay; survey by Canizares; departed mid-Sept""}]",,reviewed
v0026,(unnamed vessel),,1775-08-06,1775-08-06,exact,Monterey,alta,,,,,port-call?,1,"Ship news (barco at SD, not yet Monterey); receipt of 89+25 mules & cattle to SD (via P. Vicente de Mora); ⭐ Indian atta","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""177"", ""scan"": ""n145–n146"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n145""}]",,draft
v0027,pilar,Pilar,1775-09-10,1775-09-10,exact,,alta,,,,,unlocated,1,Arsenal effects received; the balandra *Pilar* being careened,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""201"", ""scan"": ""n157"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n157""}]",,draft
v0028,(unnamed vessel),,1775-09-14,1775-09-14,exact,,alta,,,,,unlocated,1,Acks the order for the Sonora purchase of 200 mules & 100 horses & its transport,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""175"", ""scan"": ""n144"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n144""}]",,draft
v0029,sonora,Sonora,1775-10-03,1775-10-03,exact,Bodega,alta,spain,attested/inferred,,arrived,port-call?,1,Manuscript chart: 'Plano del Puerto de la Bodega descubierto con la Goleta *Sonora* el día 3 de Octubre [1775].' The dis,"[{""type"": ""ca-record"", ""ca"": ""15"", ""doc"": ""21"", ""scan"": ""n21"", ""url"": ""https://archive.org/details/168035972_79_17_2/page/n21""}, {""type"": ""hoc"", ""ref"": ""Bancroft HoC II narrates this vessel in 1775 (Bodega)""}]",,draft
v0030,santiago,Santiago,1775-10-07,1775-10-07,exact,Monterey,alta,spain,stated,exploration,arrived,port-call,1,The ships reunited at Monterey 7 Oct 1775 after the northern cruises (Hezeta to 49°; the Sonora to 58°),"[{""type"": ""published-primary"", ""ref"": ""Sierra, 'Account of the Hezeta Expedition' (1930, CHSQ 9:3, ed. Wagner)"", ""note"": ""The ships reunited at Monterey 7 Oct 1775 after the northern cruises (Hezeta to 49°; the S""}]",,reviewed
v0031,sonora,Sonora,1775-10-07,1775-10-07,exact,Monterey,alta,spain,stated,exploration,arrived,port-call,1,"Bodega y Quadra rejoins at Monterey, 7 Oct 1775","[{""type"": ""published-primary"", ""ref"": ""Sierra, 'Account of the Hezeta Expedition' (1930, CHSQ 9:3, ed. Wagner)"", ""note"": ""Bodega y Quadra rejoins at Monterey, 7 Oct 1775""}]",,reviewed
v0032,concepcion,Concepción,1775-12-12,1775-12-12,exact,,alta,spain,attested/inferred,,,unlocated,1,Damages suffered by the *Concepción* transporting mules from the Isla de Lobos,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""204"", ""scan"": ""n158"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n158""}]",,draft
v0033,concepcion,Concepción,1776,1776,year,Loreto,baja,spain,attested/inferred,,,port-call?,1,"[cluster, truncated] A duplicate/truncated comm (cf. pp.52–53); a 1776-01-07 Loreto trunc. (horses & maize); a trunc. an","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""166"", ""scan"": ""n138"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n138""}]",,draft
v0034,june,,1776,1776,year,San Diego,alta,,,,,port-call?,1,"[HoC sweep] , ii. 197; St. Pap., Miss, and Colon., MS., i. 1(5, 127; and investigations of Ortega and Rivera in April to June 1776, in Prov. St. Pap.,","[{""type"": ""hoc"", ""ref"": ""Bancroft, HoC I (narrative, 1776)"", ""note"": "", ii. 197; St. Pap., Miss, and Colon., MS., i. 1(5, 127; and investigations of Ortega and Rivera in April to June 1776, in Prov. St. Pap., B""}]",,draft
v0035,june,,1776,1776,year,Santa Bárbara,alta,,,,,port-call?,1,"[HoC sweep] e are of adobe, though very unsubstantial; all the other structures are mere huts. Prov. Pec, MS., i. 142. On June 4th the governor notes ","[{""type"": ""hoc"", ""ref"": ""Bancroft, HoC I (narrative, 1776)"", ""note"": ""e are of adobe, though very unsubstantial; all the other structures are mere huts. Prov. Pec, MS., i. 142. On June 4th the governor notes th""}]",,draft
v0036,(unnamed vessel),,1776-01-20,1776-01-20,exact,Monterey,alta,,,,,port-call?,1,"Distribution of 84 mulas from California [ship]. 44 to SD and Monterey presidios, rest to missions","[{""type"": ""ca-record"", ""ca"": ""1"", ""doc"": ""27"", ""scan"": ""n199"", ""url"": ""https://archive.org/details/168036075_79_3_2/page/n199""}]",,draft
v0037,principe,Príncipe,1776-01-20,1776-01-20,exact,San Francisco,alta,spain,attested/inferred,supply,,port-call?,1,SUPPLY SHIPS FOR SF FOUNDING: Paquebots *Príncipe* 'debe pasar al Puerto de San Francisco con literas sobrantes... para ,"[{""type"": ""ca-record"", ""ca"": ""1"", ""doc"": ""28"", ""scan"": ""n200"", ""url"": ""https://archive.org/details/168036075_79_3_2/page/n200""}]",,draft
v0038,san carlos,San Carlos,1776-01-20,1776-01-20,exact,San Francisco,alta,spain,attested/inferred,supply,,port-call?,1,SUPPLY SHIPS FOR SF FOUNDING: Paquebots *Príncipe* 'debe pasar al Puerto de San Francisco con literas sobrantes... para ,"[{""type"": ""ca-record"", ""ca"": ""1"", ""doc"": ""28"", ""scan"": ""n200"", ""url"": ""https://archive.org/details/168036075_79_3_2/page/n200""}]",,draft
v0039,pilar,Pilar,1776-02-28,1776-02-28,exact,San Blas,alta,spain,stated,,,port-call?,1,"Alférez Don Antonio Crespo returns to his corps for treatment, transported to San Blas on the *Pilar*","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""79"", ""scan"": ""n58"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n58""}]",,draft
v0040,pilar,Pilar,1776-02-28,1776-02-28,exact,San Diego,alta,spain,stated,,,port-call?,1,"Forwards Rivera y Moncada's report (dated 25 Jan, from San Diego presidio) of the 5 Nov 1775 San Diego mission revolt: C","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""78"", ""scan"": ""n57–n58"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n57""}]",,draft
v0041,principe,Príncipe,1776-03-08,1776-03-08,exact,,alta,spain,attested/inferred,supply,,unlocated,1,"SF founding supply invoices. Paquebot *Príncipe*, Teniente de fragata Diego Choquet — $3,900 for SD. 12 cajones panocha ","[{""type"": ""ca-record"", ""ca"": ""1"", ""doc"": ""39"", ""scan"": ""n235"", ""url"": ""https://archive.org/details/168036075_79_3_2/page/n235""}]",,draft
v0042,san carlos,San Carlos,1776-03-08,1776-03-08,exact,,alta,spain,attested/inferred,supply,,unlocated,1,"SF founding supply invoices. Paquebot *Príncipe*, Teniente de fragata Diego Choquet — $3,900 for SD. 12 cajones panocha ","[{""type"": ""ca-record"", ""ca"": ""1"", ""doc"": ""39"", ""scan"": ""n235"", ""url"": ""https://archive.org/details/168036075_79_3_2/page/n235""}]",,draft
v0043,sonora,Sonora,1776-05-19,1776-05-19,exact,,alta,spain,attested/inferred,supply,,unlocated,1,"Announces the schooner *Sonora* reached this *rada* on the 5th with provisions, rigging (jarcia), supplies, &c.","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""55"", ""scan"": ""n44"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n44""}]",,draft
v0044,(unnamed vessel),,1776-05-20,1776-05-20,exact,San Diego,alta,spain,stated,supply,deserters,port-call?,1,"Sentence of deserter Lepis: rather than ship him to San Blas (for the Viceroy), given the shortage of supplies & labor f","[{""type"": ""ca-record"", ""ca"": ""15"", ""doc"": ""53"", ""scan"": ""n49–n50"", ""url"": ""https://archive.org/details/168035972_79_17_2/page/n49""}]",,draft
v0045,pilar,Pilar,1776-06-21,1776-06-21,exact,San Luis Obispo,alta,,,,arrived,port-call?,1,"The sloop *Pilar* anchored here the 7th with 3 recruits + 27 sets of arms, saddles & other articles to augment the servi","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""60"", ""scan"": ""n47"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n47""}]",,draft
v0046,concepcion,Concepción,1776-08-23,1776-08-23,exact,San Diego,alta,spain,attested/inferred,,,port-call?,1,"The *Concepción* brought 26 troops, forwarded via the *Pilar* to the port of San Luis and thence overland to San Diego; ","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""67"", ""scan"": ""n50–n51"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n50""}]",,draft
v0047,concepcion,Concepción,1776-08-23,1776-08-23,exact,Santa Cruz,alta,spain,attested/inferred,,,port-call?,1,Via the launch *Sinaltérea[?]* (for Sta Cruz de Mayo): reports the arrival of the *Concepción* on 4 Aug with cargo from ,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""66"", ""scan"": ""n50"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n50""}]",,draft
v0048,pilar,Pilar,1776-08-23,1776-08-23,exact,San Diego,alta,,,,,port-call?,1,"The *Concepción* brought 26 troops, forwarded via the *Pilar* to the port of San Luis and thence overland to San Diego; ","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""67"", ""scan"": ""n50–n51"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n50""}]",,draft
v0049,principe,Príncipe,1777-03-11,1777-03-11,exact,San Diego,alta,spain,attested/inferred,supply,,port-call?,1,"SD Real Almacén inventory: 18 fan. maíz, 12 escopetas poblanas, 17 espadas, 16 hats, pita, wax, metal syringe, fine stee","[{""type"": ""ca-record"", ""ca"": ""15"", ""doc"": ""39"", ""scan"": ""n39"", ""url"": ""https://archive.org/details/168035972_79_17_2/page/n39""}]",,draft
v0050,sonora,Sonora,1777-03-11,1777-03-11,exact,San Diego,alta,spain,attested/inferred,supply,,port-call?,1,"SD Real Almacén inventory: 18 fan. maíz, 12 escopetas poblanas, 17 espadas, 16 hats, pita, wax, metal syringe, fine stee","[{""type"": ""ca-record"", ""ca"": ""15"", ""doc"": ""39"", ""scan"": ""n39"", ""url"": ""https://archive.org/details/168035972_79_17_2/page/n39""}]",,draft
v0051,(unnamed vessel),,1777-04-01,1777-04-01,exact,San Diego,alta,,,supply,,port-call?,1,"Notice admitting arriero Tadeo Rivera, bound to cart royal effects on the ship's arrival, carry víveres for the escorts,","[{""type"": ""ca-record"", ""ca"": ""15"", ""doc"": ""43"", ""scan"": ""n41"", ""url"": ""https://archive.org/details/168035972_79_17_2/page/n41""}]",,draft
v0052,(unnamed vessel),,1777-06-03,1777-06-03,exact,Monterey,alta,,,supply,,port-call?,1,Per Sup. Orden of 23 Oct: the Nave de Filipinas (Manila galleon) is to call ANNUALLY at Monterey or San Francisco and be,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""90"", ""scan"": ""n65–n66"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n65""}]",,draft
v0053,santa barbara,Santa Bárbara,1777-06-03,1777-06-03,exact,Santa Bárbara,alta,,,,arrived,port-call?,1,'Sobre la situación de las Rancherías de Gentiles' — the Santa Barbara Channel establishment plan: Canal runs ~24–26 leg,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""95"", ""scan"": ""n71–n76"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n71""}, {""type"": ""hoc"", ""ref"": ""Bancroft HoC I narrates this vessel in 1777 (Santa Bárbara)""}]",,draft
v0054,principe,Príncipe,1777-06-04,1777-06-04,exact,,alta,spain,attested/inferred,,arrived,unlocated,1,"Arrival of the frigate *Santiago* under Lt. de Navío Ignacio Arteaga (anchored SF 12 May, delivered grain, left 27th, an","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""84"", ""scan"": ""n62–n63"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n62""}]",,draft
v0055,santiago,Santiago,1777-06-04,1777-06-04,exact,,alta,spain,attested/inferred,,arrived,unlocated,1,"Arrival of the frigate *Santiago* under Lt. de Navío Ignacio Arteaga (anchored SF 12 May, delivered grain, left 27th, an","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""84"", ""scan"": ""n62–n63"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n62""}, {""type"": ""hoc"", ""ref"": ""Bancroft HoC I narrates this vessel in 1777 (Monterey, San Diego)""}]",,draft
v0056,concepcion,Concepción,1777-06-06,1777-06-06,exact,,alta,spain,attested/inferred,,,unlocated,1,The *Concepción* has made three mule transports; recommends buying 100 more,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""85"", ""scan"": ""n63"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n63""}]",,draft
v0057,(unnamed vessel),,1778,1778,year,Loreto,baja,,,,,port-call?,1,[cluster] Instructions to the Loreto captain; index of letters to the Com. Gral; ⭐ encloses padrones (censuses) of the p,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""123"", ""scan"": ""n96"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n96""}]",,draft
v0058,june,,1778,1778,year,San Diego,alta,,,,,port-call?,1,[HoC sweep] unipero Serra. The patent with instructions came up on the Santiago and reached Serra's hands in the middle of June 1778. No time was lost,"[{""type"": ""hoc"", ""ref"": ""Bancroft, HoC I (narrative, 1778)"", ""note"": ""unipero Serra. The patent with instructions came up on the Santiago and reached Serra's hands in the middle of June 1778. No time was lost i""}]",,draft
v0059,san carlos,San Carlos,1778,1778-06-19,mixed,San Diego,alta,spain,attested/inferred,,,port-call?,2,[cluster] Re Lt. José Moraga's *despacho*; governor's receipts; arrivals of the *San Carlos* (SD) & *Santiago* (SF); rec,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""110"", ""scan"": ""n86"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n86""}, {""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""122"", ""scan"": ""n95"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n95""}, {""type"": ""hoc"", ""ref"": ""Bancroft HoC I narrates this vessel in 1778 (San Diego)""}]",,draft
v0060,santiago,Santiago,1778,1778-08-09,mixed,,alta,spain,attested/inferred,,,unlocated,2,"Lacking arms, asked the commander of the *Santiago* for 6 musket-and-sabre sets; asks that the requested arms be remitte","[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""119"", ""scan"": ""n93"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n93""}, {""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""122"", ""scan"": ""n95"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n95""}, {""type"": ""hoc"", ""ref"": ""Bancroft HoC I narrates this vessel in 1778 (San Diego)""}]",,draft
v0061,santiago,Santiago,1778,1778,year,Loreto,baja,spain,attested/inferred,supply,,port-call?,1,[cluster] Remission of accounts; order to the Loreto teniente; *diligencias* for Juan Soler's guarda-almacén accounts; ⭐,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""121"", ""scan"": ""n94"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n94""}, {""type"": ""hoc"", ""ref"": ""Bancroft HoC I narrates this vessel in 1778 (San Diego)""}]",,draft
v0062,principe,Príncipe,1778-01-10,1778-01-10,exact,San Diego,alta,spain,attested/inferred,,,port-call?,1,"SD warehouse inflow/value of effects received 1777 (incl. México & San Blas facturas, supplements for Monterey & SF alma","[{""type"": ""ca-record"", ""ca"": ""15"", ""doc"": ""36"", ""scan"": ""n32"", ""url"": ""https://archive.org/details/168035972_79_17_2/page/n32""}]",,draft
v0063,san carlos,San Carlos,1778-08-08,1778-08-08,exact,,alta,spain,attested/inferred,,,unlocated,1,[cluster] Bando reducing gold duties to 3% (quinto in America) / 2% (entering Spain); bando ordering surgeons to treat t,"[{""type"": ""ca-record"", ""ca"": ""22"", ""doc"": ""116"", ""scan"": ""n90"", ""url"": ""https://archive.org/details/168036074_80_4_2/page/n90""}, {""type"": ""hoc"", ""ref"": ""Bancroft HoC I narrates this vessel in 1778 (San Diego)""}]",,draft
